capacity,capacity_diff,capacity_trend,voltage_trend,discharge_temp_sg,degradation_index,battery_id,cycle,anomaly_iso,score_iso,anomaly_lof,score_lof,anomaly_svm,score_svm,anomaly_ee,score_ee,anomaly_sum,agreement_level,score_iso_norm,score_lof_norm,score_svm_norm,score_ee_norm,ensemble_score,models_flagged
1.3985721895960668,-0.0027753684180755744,-0.0050517786503000515,0.0027659494907146826,33.54368349583753,0.013524541857134764,B7,121,0,0.17634621280877244,0,-0.9884333501915814,0,0.6417799378242535,0,46.48267834407286,0,Normal (All agree),1.0,0.9548086463862349,0.9914155599593577,0.9988086412031597,0.9862582118871881,0
1.379759764146688,-0.006386688543685182,-0.005084299619213642,-0.0030107358915253076,33.389547179688904,0.013572422719784054,B7,125,0,0.17214507207497592,0,-0.985043402302607,0,0.6491045205746406,0,46.496756698597174,0,Normal (All agree),0.9805705707034399,0.9581229267590485,0.9961208353752474,0.998902367533154,0.9834291750927224,0
1.2661929596539263,-0.00261895739636242,-0.004920230345920869,-0.00015781468725381851,33.439387652402644,0.013146704839739023,B7,148,0,0.1751448506279661,0,-0.9918548693591743,0,0.6382228084136354,0,45.39312384104101,0,Normal (All agree),0.9944439420075212,0.9514634994418699,0.9891304777727943,0.9915549564972157,0.9816482189298503,0
1.4011824170411182,-0.007926738049265358,-0.0050672646027900585,-0.004858938607167405,33.027354669726954,0.013435181864875075,B5,119,0,0.1722545161183638,0,-1.0009633143794967,0,0.6538236166570464,0,46.47445375798464,0,Normal (All agree),0.9810767273493783,0.9425583653376286,0.9991523591546179,0.9987538862054475,0.9803853345117681,0
1.5111605447467764,-0.007165348690594486,-0.005013001468817838,0.0013056405081108443,33.401911847086964,0.013385193126356386,B6,98,0,0.17370488239416088,0,-0.9895625702971825,0,0.6247008382709112,0,46.571839442031745,0,Normal (All agree),0.9877843791028699,0.9537046317656112,0.9804440316153539,0.9994022292162695,0.980333817925026,0
1.5334224344941647,-0.00315459809167562,-0.0049491562747693745,-0.0002904766322940218,33.20242571668947,0.013165355953435261,B7,95,0,0.17522523622272712,0,-0.9998731677390282,0,0.6222725219842591,0,46.26740746584414,0,Normal (All agree),0.9948157091843042,0.9436241786575751,0.9788840933478826,0.9973754801518331,0.9786748653353987,0
1.361527219968743,-0.00919497644621825,-0.0050386216307236,-0.0029431616421933104,33.07761079664441,0.013371899893355053,B7,127,0,0.17363300680913102,0,-1.0189121578069258,0,0.655143117635383,0,46.66162882158125,0,Normal (All agree),0.9874519690061901,0.925010160635216,1.0,1.0,0.9781155324103515,0
1.398692962571824,0.0005378594736111797,-0.005084990766142666,0.003062437824853283,33.378495974617685,0.013571457957075721,B6,121,0,0.1674718628917356,0,-0.9836363628407734,0,0.6482333799141511,0,45.92965697155549,0,Normal (All agree),0.9589579199575672,0.9594985594899518,0.9955612189611429,0.9951269137992281,0.9772861530519725,0
1.3703740309889212,-0.003562287231549055,-0.004962710611654227,0.007752788791885193,33.29407629781754,0.013224153899074454,B6,127,0,0.17005758771794222,0,-0.9967412593799672,0,0.6519141738935446,0,45.64298046220104,0,Normal (All agree),0.9709163762137425,0.94668617923807,0.9979257426497147,0.9932183713576417,0.9771866673647922,0
1.2715733023959834,-0.007832584152594801,-0.004909530820667742,-0.0008567749674746915,33.22950454769911,0.013066594657290126,B7,145,0,0.17051694368665676,0,-0.9968201170382264,0,0.6445164075875454,0,45.88433863961189,0,Normal (All agree),0.973040805001451,0.9466090817729838,0.9931734544828187,0.9948252080191101,0.9769121373190909,0
