capacity,capacity_diff,capacity_trend,voltage_trend,discharge_temp_sg,degradation_index,battery_id,cycle,anomaly_iso,score_iso,anomaly_lof,score_lof,anomaly_svm,score_svm,anomaly_ee,score_ee
1.8783020419890513,-0.005334683401655882,-0.0047733139137381,0.01888107988671608,32.97427782969619,0.012643142871735829,B5,25,0,0.005080256949883899,0,-1.1431573156246557,0,0.3733301840991068,0,31.351953742363133
1.8690386029237387,-0.009263439065312573,-0.004876761587012863,0.016695803880115517,33.02966250843854,0.012930651054670462,B5,26,0,0.062085701451138564,0,-1.098719149064945,0,0.3828586820958044,0,36.304455712503135
1.8712057465115557,0.002167143587817,-0.004869644825285882,0.013578096798552526,31.97926198434359,0.012656027207211899,B5,27,0,0.02604327060429068,0,-1.0950716817829904,0,0.2891146552239512,0,20.579613003528976
1.860995593267933,-0.010210153243622733,-0.004888163416245286,0.008844902985021861,31.846994903426246,0.0126718291864592,B5,28,0,0.05781420023374806,0,-1.1359468303228464,0,0.259506450952367,0,22.617108944182636
1.85652647603498,-0.004469117232952957,-0.005003281922012994,0.0036756796871545735,30.866909706124126,0.012725074488065907,B5,29,0,0.010459014254110333,1,-1.5219062592186483,1,-0.45509598298056986,0,27.815519331253714
1.8577588742918512,0.001232398256871159,-0.004964065743605304,-0.0021296959636836915,31.465257979323027,0.012773846206048349,B5,30,0,0.05613358085090747,0,-1.2013503022250682,0,0.0810283070486566,0,30.23620418743852
1.8399530815449032,-0.017805792746947935,-0.004984763252908423,-0.008778471697879498,32.32939440939805,0.013042482114945944,B5,31,0,0.04886556570989198,0,-1.1519765449769666,0,0.3861704986128842,0,37.77433961442305
1.844025621373125,0.004072539828221755,-0.004968999059629785,-0.01429615844156679,32.25541393204829,0.012982855134445656,B5,32,0,0.06603144143143058,0,-1.121568699809529,0,0.3724566515849137,0,36.42695900928349
1.833854949902544,-0.010170671470580928,-0.005018906941547251,-0.018761817298671584,33.197545538358874,0.013349676528787265,B5,33,0,0.07614925525101207,0,-1.0059449222741432,0,0.41611301077587903,0,39.72323268087869
1.8276520153865292,-0.006202934516014835,-0.005046205587190704,-0.02187145869187736,33.8203086382948,0.013579417107744565,B5,34,0,0.03999615630496567,0,-1.191732402311752,0,0.3877300268708552,0,37.1481820935133
1.8243416628581433,-0.0033103525283859625,-0.005067424772070203,-0.022061412196026982,33.5175349187619,0.013559804109373307,B5,35,0,0.04336874883023545,0,-1.0967786049264778,0,0.4135900449857246,0,37.531582504900605
1.8250231760379776,0.0006815131798343366,-0.0050984899485687525,-0.022188857919266253,34.03578583927572,0.013775045548228051,B5,36,0,0.020308239070067402,0,-1.1487837472254712,0,0.3621959311436349,0,33.18484981953361
1.8110581701692603,-0.013965005868717295,-0.005109947531586652,-0.020450451626978425,33.239465330405295,0.013602543722404886,B5,37,0,0.037934700937735655,0,-0.994702711251802,0,0.43713997283078854,0,37.08339905326232
1.8104985564797615,-0.0005596136894987502,-0.005097694955073538,-0.018709698135153843,33.386091119066975,0.013607300368438196,B5,38,0,0.07048037269628893,0,-1.0790920211342736,0,0.4330235861898242,0,38.97566286464239
1.8097314516266576,-0.0007671048531039393,-0.005037871085071758,-0.016415452989022406,33.31594798718486,0.01342994363689142,B5,39,0,0.09448263221088882,0,-1.013465793035921,0,0.43632799333925654,0,40.89857286628574
1.798558349005696,-0.011173102620961606,-0.00503456867810448,-0.015232563613073699,32.26523568485976,0.013156645926637178,B5,40,0,0.0849835112709158,0,-1.0970858170324906,0,0.4170910775636507,0,39.25933601386541
1.7920944651211794,-0.006463883884516575,-0.005059132808071101,-0.014504130702745402,33.00059668151858,0.01340685287594075,B5,41,0,0.1140808525585888,0,-1.0344304155000574,0,0.4591463615478659,0,42.248719915140065
1.786120080632509,-0.005974384488670381,-0.005095443648948196,-0.013343698019358363,33.97776628875093,0.013752033321021298,B5,42,0,0.09633357369607409,0,-1.1036830031874265,0,0.4083499404472821,0,39.757611972804874
1.7749905242263415,-0.011129556406167529,-0.005182113094809702,-0.010757742672891922,34.156789948016204,0.014032330518123661,B5,43,0,0.052144218079387517,0,-1.0684960942733897,0,0.38741271281046785,0,29.419274134537517
1.7743753925214114,-0.0006151317049301053,-0.005213220623861716,-0.006874909870566662,34.55836091867894,0.014221238617267404,B5,44,0,0.03286539280065004,0,-1.0885910713560767,0,0.26682532844884044,0,10.398536501430854
1.7652167595004378,-0.009158633020973639,-0.005303576582273435,-0.0008935001311100326,34.151980647833135,0.014359958822378602,B5,45,0,0.01763949123350339,0,-1.0628026073916534,0,0.397138201629442,0,7.186992893310588
1.764737524685241,-0.0004792348151967385,-0.005366850317604387,0.005505466111402231,33.57504687450617,0.014376462866705669,B5,46,0,0.00424291651966735,0,-1.080114116323122,0,0.4658406584028203,0,28.309612266957714
1.7643911298664483,-0.00034639481879272793,-0.0053812380963132655,0.011339585308934287,32.76014394132518,0.014195744827201531,B5,47,1,-0.005153320891286173,0,-1.012250804507421,0,0.48216203033055827,0,26.251154109608578
1.769523036509107,0.005131906642658723,-0.005272280825323059,0.01633088918200751,32.12884697036694,0.013741896016403283,B5,48,1,-0.007907225447234656,0,-1.0375816448294688,0,0.41914269098811907,0,5.599755499606729
1.759995713743414,-0.009527322765693125,-0.0051848839121360814,0.018533460764856183,32.426768263420904,0.013591335366714878,B5,49,0,0.0558279037870788,0,-1.1315246983545033,0,0.46862507605626647,0,30.51181770803601
1.7480940593532488,-0.011901654390165106,-0.005165586787607732,0.018337679239196374,33.22048153758908,0.013745750813034571,B5,50,0,0.06173247946094529,0,-0.9919840191172952,0,0.49351639959046345,0,38.18667336870956
1.73982431439465,-0.00826974495859889,-0.005215100174399727,0.01803735533486338,32.93081631289223,0.01380197546922421,B5,51,0,0.06766686756003526,0,-1.0124002041789009,0,0.5038215499988627,0,37.13973480423401
1.7371851833232514,-0.0026391310713984595,-0.005167907728642545,0.01707763108486994,32.61157702034033,0.013594588774974466,B5,52,0,0.0844279297115777,0,-0.9831753712073054,0,0.49938924106047367,0,36.025967047536184
1.7299871468656065,-0.007198036457644941,-0.005186167487862696,0.015135836740194789,32.32870372048749,0.013569271095859595,B5,53,0,0.07709512657711953,0,-1.1061822680551632,0,0.4824413163959651,0,30.940965859479814
1.7323238580694529,0.0023367112038463755,-0.005126773049528928,0.0137498058607708,32.59963975236112,0.013483320774866773,B5,54,0,0.09744579735540998,0,-0.967408987984274,0,0.5026812061136159,0,38.299068697446586
1.7209341618662128,-0.01138969620324004,-0.005064649810529024,0.011908544705831732,32.016680118311285,0.013172313455277706,B5,55,0,0.08392779399776895,0,-1.0498634531767672,0,0.43251014050928127,0,37.67453628100779
1.713891905858941,-0.007042256007271819,-0.005140340160276775,0.010593216784540734,32.1239105660882,0.013396731539676904,B5,56,0,0.10469581276854278,0,-1.0310598783568445,0,0.462043249312158,0,34.288692795835416
1.713899184581786,7.278722844894503e-06,-0.005078267788388384,0.00674800295547109,32.6534302635596,0.013369410942779443,B5,57,0,0.13860451710178678,0,-0.9532289687755217,0,0.5191986521960636,0,43.08563349462887
1.703854363938203,-0.010044820643582808,-0.00511052629346092,0.0015335462987512705,32.79087117934073,0.013489456760836457,B5,58,0,0.1375916470096823,0,-0.9972912932133726,0,0.5303832662289754,0,44.01372352421559
1.700981609423062,-0.0028727545151410183,-0.005131331426937722,-0.0023381923975974613,33.100047359960946,0.013623697089502455,B5,59,0,0.1463231507007764,0,-0.9782256685650756,0,0.5325179784090501,0,44.97024571601993
1.70950799300196,0.008526383578898011,-0.005009096232690505,-0.006860646295545548,32.99383211511573,0.013272560240182966,B5,60,0,0.09595161905571975,0,-0.9831986527293584,0,0.527049913229444,0,40.86960096900549
1.691824434592704,-0.01768355840925606,-0.004954945161302552,-0.011573040917131286,33.00595759314837,0.013132080654818941,B5,61,0,0.07841175549935314,0,-0.9815857733543337,0,0.5397234271954421,0,40.51595827854445
